,tokenized
85484,"['모자', '까다롭게', '보는', '편', '인데', '모자', '품도', '낮지', '않고', '적당한', '깊이', '마감', '깔끔하네요']"
34774,"['고맙습니다', '좋아요']"
35042,"['포인트', '결제', '안되서', '별로']"
163842,"['재구매', '잘', '받았습니다', '잘', '받았어요']"
76452,"['재구매', '넘', '맛있어서', '재구매', '했어요', '내용물', '도실', '하고', '양념', '맛', '나', '요', '소주', '각', '이예', '요']"
179212,"['그냥', '버리고', '눈섭', '다듬는거소', '독해서', '사용', '중', '입니다']"
17948,"['우리', '애기', '불편해해', '요안', '쓸려고하네요', '발바', '닦이', '자꾸', '벗겨져서', '보호', '하려', '고살', '라고', '샀는데', '그거', '벗기느라', '정신없이', '바쁘네요']"
119385,"['폰', '떨어뜨렸더니', '액정', '박살', '났어요', 'ㅠㅠㅠ', '절대', '떨어뜨리지', '않을', '자신있으', '신분', '만', '사세요']"
71560,"['튼튼하고', '깨끗합니다', '굿', '예요', '쓰러지지도', '않습니다', '다른', '것', '쓰러지는데', '가격', '비해', '서정교', '하고', '흔', '틀', '거리', '지도', '않고', '다른', '제품', '비', '해서', '일단', '저렴합니다', '한번', '사보세요']"
129489,"['무난', '해요', '크림', '제', '형', '아니라', '짤때', '부터', '크림', '물의', '중간', '의제', '형', '이라', '줄줄', '흘러서', '눈', '들어오는거', '빼면', '괜찮아요']"
2885,"['문제', '없이', '받았습니다', '아주', '이쁘네요']"
109532,"['불량품', '왔어요', '산거', '엄청', '후회', '함', '무슨', '열', '도나', '서', '놀래서', '다른거로', '재', '보니', 'ㅡㅡ', '모든', '사람', '씩', '저승', '보내는', '불량품']"
192366,"['달', '써', '봣', '는데', '더', '적극', '추천', '드립니다', '뒤척', '여', '소리', '이런거안나구요', '솔직히', '저', '냄새', '걱정', '많이', '했는데', '첫날', '에도', '많이', '안', '났지만', '미세한', '냄새', '일주일', '면', '아예', '안', '납니다', '겨울', '이라', '문', '닫고', '자도', '전혀', '문제', '없었어요']"
123025,"['사고', '나', '서주', '뒤', '인가', '국내', '발매', '되서', '훨씬', '싼', '가격', '에나', '와서', '속이', '쓰렸지만', 'ㅜ', '그래도', '신발', '예뻐요', '반', '사이즈', '업', '해야', '될것', '같아요', '평소', '정', '볼', '없는', '발', '인데', '이건', '신었어요']"
103146,"['즐겨', '쓰는', '썬', '라인', '베이직', '좋아요']"
107489,"['발송', '된', '걸', '로', '되어있으나', '실제', '택배', '사', '에는', '물품', '접수', '돼있지', '않았습니다']"
49923,"['가을', '겨울', '사용', '하기', '좋은', '것', '같습니다']"
24907,"['사이즈', '조금', '큽니다', '재단', '하기', '어렵네요']"
175224,"['이렇게', '잘맞는', '모자', '찾기', '쉽지', '않은데', '좋습니다']"
192496,"['가리개', '용', '으로', '적당한듯']"
195726,"['개월', '된', '아기', '데이', '많이', '나서구매', '했어요', '아랫니', '너무', '붙어서', '이유식', '껴서', 'ㅜㅜ', '근데', '너무', '두꺼워요', '그래서', '들어가지못해', '요', '엄청', '구매', '했는데', 'ㅜㅜ', '조카', '나눠', '줬네요']"
100018,"['박카스', '좋아여']"
77208,"['빠른', '배송', '좋았지만', '유통', '기', '달도', '안남', '딜', '라이트', '크리머', '좀', '그렇네요', '몇개', '터져서도', '왔구요']"
26468,"['최고', '잘사', '용할께요']"
119498,"['향', '너무', '독한거', '같아요']"
122822,"['편하게잘', '입고있어요', '예뻐오']"
86679,"['개', '샀는데', '한가지', '색깔', '없다는', '이유', '로비', '슷', '산색', '깔보내주', '샷', '다는데', '연락', '나', '없이', '그', '랫', '다는게', '쫌', '불쾌하네요', '반품', '처리', '라고', '도하', '데이', '가격', '또', '어디', '서구', '나', '싶고', '후']"
194735,"['후기', '보고', '구매', '하였는데', '막상', '사용', '해보니', '생각', '했던것보다', '조금', '작아요', '기존', '에타', '사제품', '시', '용하다', '바꿔', '봤는데', '아쉽네요']"
13341,"['슈퍼', '에서', '사먹고', '너무', '맛있어서', '찾아서', '주문', '했어요', '오도독', '바삭바삭', '넘', '맛있네요', '중독', '되', '버렸어요']"
5431,"['실제', '로', '보는것보다', '사진', '잘나', '왓', '요', '뒤꿈치', '누가', '신어', '본', '걸', '보내주', '신건', '오염', '되서', '왓습', '니']"
101760,"['모양', '만', '예뻐요', '위', '코팅', '지도', '하루', '만에', '벗겨지고', '접착', '력', '안좋아요', '왤', '케', '좋다는', '댓글', '만', '있는지', '이상하고', '신기해요']"
117937,"['포장', '정말', '맘', '들었어요', '우둔', '스테이크', '시켰는데', '스테이크', '건아', '니', '카레', '넣는다고', '자르기까지', '했는데', 'ㅎㅎ', '고기', '인지', '고무', '인지', '십', '힘들', '정도', '로', '어마어마하게질', '겨', '요']"
157715,"['배송', '저녁', '시', '분', '왔네요', '냉동', '육', '슬', '라이스', '아니라', '육즙', '빠진', '차', '냉동', '육', '먹어야겠군요']"
105874,"['음질', '깨끗하고음', '량', '도크', '고정', '품', '같네요', '가격', '좀', '센', '이유', '있었어요', '배송', '생각', '보다', '조금', '늦었어요']"
76441,"['금방', '떨어지고사', '용하기', '별로', '완죤', '꽝', 'ㅜㅡ']"
14110,"['엄청', '빠르고', '쌩쌩해요']"
63153,"['두번째', '구입', '처음', '아들', '사주고', '좋아서', '친구', '아들', '사주고', '좋아요']"
110959,"['좋아요', '비누', '랑', '세', '제비', '앤비', '쓰는데', '좋더라구요', '그래서', '섬유', '유연제', '도비', '앤비', '로', '구매', '전', '샀던', '소셜', '보더', '훨씬', '저렴한', '가격', '그리고', '이틀', '만에', '배송', '왔어요', '역시', '빠른', '배송', '최고']"
188436,"['사', '용기', '간', '짧아', '아직', '잘', '모르겠지만', '느낌', '으로']"
124241,"['차가아주', '구렸어요', '만', '키로', '된', '자동차', '정말', '실망', '였어요']"
77730,"['잘', '받았어여', '감사합니당']"
136282,"['너무', '약해요', '잘', '떨어지고']"
62476,"['이렇게', '안', '닦여지는거', '처음', '써', '봐요', '숟가락', '젓가락', '아예', '안', '씻겨져요', '저희', '집', '식기세척기', '디오스', '인용', '인데', '수', '압도', '쎈데', '심각하네요']"
11837,"['너무', '두껍습니다']"
150553,"['변색', '안되고', '튼튼해요', '그런데', '떨어뜨리면', '모서리', '같은데', '깨지는', '재질', '입니다', '젤리', '제질', '케이스', '안', '끼운것', '같고', '좋아용']"
99944,"['맛', '없고', '기름', '겁나', '만', '아']"
194124,"['상세', '내용', '이랑', '옵션', '이랑', '치수', '다르다고', '문의', '전화했더니', '상세', '내', '용이', '맞다고하시곤', '옵션', '치수', '로', '배송', '왔네요', '그래도', '빨리', '보내주긴', '했어', '염']"
110530,"['택배', '회사', '바꾸세요', '그리고', '배송', '느림']"
179956,"['깔끔하고', '좋아요', '문', '앞', '붙여놓고', '차키', '마스', '코', '놓고있어요']"
198234,"['른', '배송', '그리고', '꼼꼼한', '포장', '감사합니다', '첫', '신차', '구입', '하면서', '열심히', '알아보고', '구입', '했는데', '기른', '배송', '그리고', '꼼꼼한', '포장', '감사합니다', '첫', '신차', '구입', '하면서', '열심히', '알아보고', '구입', '했는데', '기대', '만큼', '좋았으면', '좋겠네요', '잘쓰겠습니다', '대만큼', '좋았으면', '좋겠네요', '잘쓰겠습니다']"
127021,"['고무', '냄새', '너무나', '요', '빨아도', '그러네요']"
7026,"['배송', '빨리요']"
88830,"['벽', '안', '걸고', '그냥', '책상', '위', '놓고사', '용했어요', '벽', '걸어', '볼까', '해서', '끈', '들고', '옮기려는데', '연결', '되있는', '나사', '뚝', '떨어지면서', '발등', '위로', '떨어져', '서다', '깨지', '고발', '다치고', '난리', '도아', '니', '엿', '어요', '발등', '신경', '이라도', '다쳤으면', '진짜', '큰일', '날', '뻔했어요', '좀더', '튼튼했으면', '좋겟네요']"
26571,"['충전', '심하게', '느려요']"
144415,"['원래', '이런건', '가요', '분', '지점', '에선', '날카롭', '올라와서', '공이', '맞을', '때', '정확도', '떨어질것', '같은데요', '공이', '호두', '모양', '이네', '요']"
16870,"['두께', '감상', '당합니다가', '격정', '가치']"
71365,"['역시', '투쿨', '포스', '쿨', '쉐딩', '브러시', '쓸', '만해', '요']"
76696,"['울', '애', '고구마', '맛', '이래', '요', '저희', '가족', '입', '안맏', '는듯', '요', 'ㅜㅜ']"
40813,"['아직', '사용', '전인', '개', '소문', '듣고', '샀어요', '때', '잘지길', '바', '래', '요']"
197885,"['배송', '잘', '되었습니다', '상판', '개', '살짝', '까지', '긴', '했지만', '튼튼하고', '깔끔해서아주', '만족합니다']"
164250,"['검정', '말고', '좀더', '환하게', '할', '걸', '그랬어여', '배송', '매우', '만족합니다']"
43200,"['벌레', '퇴치', '어느', '정도', '효과', '잠깐', '있었으나', '결국', '페트', '세븐', '구입', '해', '서약', '처리', '했습니다', '벌레', '때문', '구입', '하실', '분', '비추', '합니다']"
113512,"['너무', '편안해요', 'ㅋ', '요즘', '아', '것', '만', '입네요', 'ㅋ', '담', '엔', '색깔', '별로', '구입', '할꺼에요', 'ㅋ']"
10784,"['온', '열', '효과', '괜찮은', '거', '같아요', '다만', '코', '부분', '모양', '때문', '눈', '밀착', '되는', '느낌', '덜합니다', '그런데', '향', '정말', 'ㅠㅠ', '예민한', '분', '무향', '으로', '선택', '하시는게', '좋을것', '같아요']"
97124,"['윤전', '헐', '땨', '야외', '활동', '때', '예쁘게', '쓰고있어요']"
13467,"['너무', '불편', '햇', '어', '요']"
111527,"['배송', '예상', '보다', '빨랐고', '조립', '쉽네요', '만족합니다']"
5240,"['아주', '나이스', '합니다가', '성비', '굿']"
58231,"['아주', '만족해요', '맘', '들어요', '예뻐요']"
7876,"['배송', '아', '느려도', '너무', '느려요']"
111823,"['나무', '향', '너무', '좋습니다']"
11797,"['재구매', '재재', '재구매', '합니당', 'ㅎㅎ']"
41879,"['좋아요', '체인', '무게', '감은', '느껴지네요']"
164801,"['생강', '청', '좋아요', '많이', '달', '않고', '적당한게', '좋네요', '고기', '재울', '때', '살짝', '넣더니', '더', '맛있는듯', '해용']"
199794,"['배송', '진짜', '욕', '나올만큼', '느려요', '일', '가까이', '걸렸음']"
176417,"['재구매', '모래', '중', '최고', '로', '비싸서', '조금', '부담', '돼었', '고번', '다른', '모래', '사용', '해보았는데', '이그', '걍', '모래', '만', '파자', '요', '걸', '로', '결정', '합니다']"
34473,"['재구매', '맛', '비려', '요', '타코', '맛', '나', '는데']"
77496,"['아역', '시', '한우', '값', '올라도', '우랑', '비교', '불가', '한번', '맛있어서', '다시', '구매', '했는데', '닭', '가슴', '살구', '워', '먹는', '느낌', '아', '정말', '불행한', '저녁']"
193782,"['분명히', '두꺼운거', '준문', '거', '같은데', '얇은거와', '서전', '화', '로', '문의', '했더니', '잘못', '주문', '거', '같다', '고해', '서', '환불', '할', '랬', '더니', '원', '차감', '이라', '요', '택배', '비원', '선결', '제로', '했는데', '왜', '원', '차', '검인', '말', '이안', '돼네요']"
177506,"['찜기', '추가', '냄비', '없고', '사이즈', '맞추기', '힘든', '이런거', '일줄', '찜기', '추가', '완전', '비추', '입니다', '상추', '씻을', '때채', '받이로', '나사', '용해야겠어요']"
1038,"['저렴하게', '잘산것', '같네요', '엄마', '비염', '심해서', '휴지', '대신', '쓰려', '고장', '구매', '했어요', '부담', '없이', '쓰기', '좋은', '것', '같고', '쓰다', '좋으면', '추가', '구매', '할게요', '많이', '파세요']"
73345,"['커피', '향', '너무', '좋고', '포장', '꼼꼼했어요']"
188967,"['본드', '냄새', '너', '무심', '하고', '딱', '가격', '만큼']"
39523,"['만족합니다', '만족합니다', '맘', '들어요', '가격', '저렴하고', '합리', '적', '가격', '으로', '구매', '할', 'ㅍ', '코코', '탸캐', 'ㅣㅠㅏ', '타', '처', 'ㅠㅏㅓ', '춰', 'ㅓㅇ']"
198190,"['재구매', '디자인', '바뀐', '걸', '모르고', '순간', '당황']"
12653,"['배송', '빠르고', '상품', '만족하지만', '기사', '님', '오셔', '서신', '혼방', '새', '침대', '새', '침구', '공구', '올려', '두고', '작업', '하시더라구요', '진짜', '깜짝', '놀랐어요', '주의', '필요할것', '같네요']"
86958,"['배달', '해주는것은', '감사합니다']"
40467,"['여행', '가는데', '보조', '로', '저렴한', '가격', '구매', '했어요', '요긴', '사용', '할꺼', '같아요']"
6022,"['대리석', '흔들리고', '엘레베이터', '없는', '층', '이라고', '만원', '더', '받아가시네요', '들안', '시켰으면', '좋겠습니다', '비나이다']"
38959,"['냄새', '빠지는데', '한참', '걸리고', '생각', '보다', '싼', '티나', '반품', '하기', '귀찮아사', '용했습디다']"
84451,"['가볍게', '신기', '좋', '여가', '성비', '굿']"
112455,"['너무', '비싸네요']"
71236,"['가격', '대비', '정말', '마음', '듭', '니', '다감', '사합니다']"
39484,"['이하', '분', '이입', '어', '야', '이쁠것', '같네요', '길이', '짧아서', '입', '기분', '편해요']"
129783,"['지방', '배송비', '원', '입니다', '참고하세요']"
42340,"['아주', '만족스러운', '상품', '이었', '습', '니당']"
188562,"['엄청', '실망', '입니다', '주문', '책장', '개', '책장', '중개', '바닥', '부서져있고', '또한', '싸이', '즈', '괜찮지만', '싸이', '즈', '평형', '잘맞지', '않습니다', '대각선', '으로', '자꾸', '기웁', '니', '다시는', '구매', '않을', '생각', '입니다', '추천', '도하', '않구요']"
6291,"['편리해서', '굳', '굳']"
127619,"['앞', '너무', '짧아서', '아쉽네요']"
167306,"['음질', '이별', '로', '입니다', '컬투쇼', '종종', '듣는데', '원래', '쓰던', '이어폰', '음질', '현저', '히', '차이', '가나', '서', '김태균', '씨', '목소리', '탁하게', '들려요', 'ㅠㅠ', '교환', '했는데도', '똑같아서', '반품', '요정', '했는데', '처리', '가안', '돼서', '그냥', '씁니다']"
42640,"['만족합니다잘', '구입', '거', '같아요']"
174211,"['사이', '즈', '한번', '교환', '했는데', '그래도', '작아', '서교', '환하려는데', '전화', '통', '넘게', '드려', '도안', '받으시네요', '네이버', '페이', '에서도', '반품', '버튼', '없고', '그냥', '신을께요']"
33075,"['사이즈', '잘못']"
33596,"['처음', '장', '착하려는', '사람', '한테', '너무', '어려워요', '붙이다가', '접착', '력', '떨어져서', '결국', '못', '붙였어요', 'ㅠ']"
22623,"['찌꺼기', '장난', '아닙니다']"
2855,"['처음', '받고', '마음', '들었는데', '삐', '그', '덕', '소리', '때문', '확', '상', '했네요', '다른', '곳', '에서', '산건', '소리', '안나', '던데', '선물', '줄건데', '소리', '때문', '에선', '물줘도', '욕먹을', '요']"
199933,"['가게', '재활용', '봉투', '로', '구매', '했어요', '빠른', '배송', '감사합니다']"
185363,"['디자인', '좋아요', '그러나', '설치', '후봉', '떨어짐']"
176915,"['털도', '예쁘고', '사이즈', '도딱', '적당해요', '다른', '색깔', '구매', '할게요']"
120147,"['넣자마자', '바람', '이빠져서', '쓰지도', '못', '하고', '버렸네요']"
135566,"['몇', '년', '째', '계속', '쓰는', '상품', '입니', '다다른', '걸', '로', '바꿨다가도', '돌아오게', '됩니다']"
31316,"['위생', '적', '이라는', '느낌', '들어서', '좋아요']"
65974,"['부착', '위치', '구조', '잘', '보고', '사세', '요전', '실패']"
90225,"['안', '지워져', '유별', '루', '유']"
48654,"['잘', '먹구있습니다', '또', '구매', '할게요']"
158731,"['방문', '수령', '했습니다', '아이', '행거', '찾고있었는데', '옷장', '위', '놔둘거라', '크기', '크지', '않', '은행', '거', '찾다', '알', '되었습니다', '저', '흰집', '에서', '공', '방이', '멀지', '않아', '방문', '수령', '하였는데', '실물', '로', '보니', '더', '이쁘더군요', '잘쓰겠습니다', '사장', '님', '너무', '친절하셔서', '기분', '좋은', '방문', '이었습니다']"
135143,"['실망한', '새을', '믿고', '구애', '했는데', '이렇게', '서', '망할수가', '없네요', '붙어있지를', '않네요', '사용', '할수가', '없네요', 'ㅠㅠ', '추천', '못', '할거', '같아요']"
172394,"['배송', '도중', '상', '판', '찍힘이있어서', '사장', '님', '통화', '하고', '따로', '배상', '해주신다고', '하셔서', '그냥', '사용', '중', '인데', '연락', '없으시고아', '무죄', '취', '없네요', '제품', '마음', '드는데말이죠']"
162939,"['진짜', '맛있어요', 'ㅠㅠ', '파스타', '까지', '해', '먹었', '습', '니당']"
73011,"['여기저기', '기', '스', '많네요', '택', '도안', '붙어있어요', '마치사', '용하던', '제품', '같군요', '같이', '주문', '그레이', '색상', '깔끔하', '고택', '붙어있는데', '말', '죠', '카멜', '색상', '주문', '실', '분들', '참고하세요']"
104889,"['저렴하네요', '감사합니다']"
125448,"['배송', '빠르고', '사이즈', '딱좋네요', '맘', '듭', '니', '서비스', '주시고요', 'ㅎㅎ']"
27319,"['숙성', '회', '라', '단단하고', '쫄깃', '맛있었어요', '깔끔하게', '포장', '되어와', '서', '더욱', '믿을만', '했습니다']"
73439,"['고정', '고리', '없어서', '사용', '불편']"
9420,"['좋아요', '입', '상쾌해요']"
142948,"['아직', '안', '써', '봣', '는데', '써', '보고', '후기', '남길께요']"
30353,"['폈을', '때', '다리', '중', '하나', '짧아', '끄', '떡', '끄', '떡', '거리', '요', '교환', '귀찮아', '그냥', '씁니다', '그리고', '테두리', '본드', '인지', '뜯어지는', '부분', '있습니다', '모서리', '부분', '마감', '처리', '안되서', '틈', '사이', '떼도', '꼈네요', '효']"
76520,"['아기', '좋아해서', '구매', '했는데', '배송', '너', '무오', '래', '걸렸네요']"
101010,"['두번째', '시켜', '먹는데', '여전히', '맛있어요']"
132567,"['쉽다고', '써있지만', '전혀', '쉽지', '않네요', 'ㅜㅜ', '혹시', '나하', '마음', '에두', '개', '구매', '했는데', '두', '번', '실패', '실패', '시', '무료', '원', '서비스', '준다고', '해도전못', '할것', '같습니다', '택배', '비', '아까워서']"
150780,"['재구매', '매번', '사용', '하고', '있는', '금성사', '김밥', '종이', '때문', '손님', '좋아하세요']"
79871,"['착용', '감', '부드러워서', '좋아요', '두께', '감은', '조금', '있네요']"
91552,"['물기', '좀더', '잘', '닦였으면', '좋겠습니다']"
123688,"['배송', '빠르고', '설치', '간편해요', '각도', '조절', '되서', '좀더', '좋은', '듯해', '요']"
117858,"['밥', '나국', '조금', '넣어줘', '봤는데', '먹질', '않네요']"
163159,"['너무', '저렴해', '보이네요']"
94635,"['남여', '공용', '이라', '조이', '않고', '편하게', '쓰기', '좋아요', '챙', '넓어서', '많이', '가려주고', '가격', '착해서', '만족해요']"
178704,"['좋아요', '맛있구요', '그런데', '캐나다', '에서', '시켜', '먹는것보다는', '좀', '약하다는', '느낌', '이나', '요']"
54471,"['후기', '좋아', '혹', '하고', '삿', '는데', '발림', '성', '너무', '안좋고', '밀려요']"
185565,"['딱좋아여', '근데', '점점', '신발', '늘어나는거', '같아요', 'ㅠㅠㅠ']"
175797,"['저렴하게', '막', '쓰고자', '주', '교체', '하기에', '좋아요']"
126912,"['절대', '사지', '마세요', '완전', '제품', '패', '급', '에다가', '배송', '두', '달', '걸려서', '오더니', '상품', '에기', '스', '긁', '힘', '그래서', '교환', '신청', '햇', '더니', '또한', '달', '걸리길래', '취소', '연장', '할려', '구햇', '더니', '연장', '끝나서', '자동', '결제', '고발', '준비', '중']"
75964,"['너무', '잘', '떨어집니다', '제품', '력', '안좋은', '듯회', '사용', '시', '에도', '떨어지는거', '보면']"
31999,"['냄새', '심해', '요', '라텍스', '특', '유의', '냄새', '인지', '뭔', '모르겠는데', '머리', '아플', '정도', '냄새', '남전', '쓰던', '다른', '업체', '라텍스', '아무', '냄새', '없었는데', '너무', '무거워', '서', '새로', '샀더니', '냄새', '너', '무심함']"
174878,"['디자인', '이쁜데', '보온', '성', '조금', '아쉬워요', 'ㅜㅜ']"
188965,"['바로', '톡', '오고', '앞', '으로', '용이하게', '자주', '쓰고싶네요']"
148123,"['조아요', '근데', '스티커', '금방', '벗겨지는', '느낌', 'ㅠ']"
148636,"['신랑', '런닝', '낡아', '서사', '달라기에', '급하게', '인터넷', '으로', '주문', '함', '아직', '세탁', '전이', '라', '사용', '안', '했는데', '뭐', '똑같은', '런닝', '인거', '같음']"
172645,"['맘', '들어용']"
28103,"['에구', '입', '했어요', '우선', '기장', '자체', '가길어여', '목', '늘어짐', '방지', '안되어있어여', '남성체', '형', '맞게', '디자인', '됐나', '봐요', '반', '팔', '소매', '너무', '길고나시는', '뭐라', '표현', '기도', '이상해요']"
155292,"['재구매', '고기', '맛', '괜찮은', '것', '같은데', '고기', '익히면', '뭉', '개져서', '먹을수가', '없습니다']"
106643,"['배송', '이우선', '빨', '라서', '좋고', '받자마자', '핸드폰', '끼워', '보고', '목', '걸고나서', '편안함', '느껴', '보았네요', '너무', '편하고', '좋아요']"
177718,"['총', '각', '무가', '더절', '여', '졌음', '합니다', '간이', '너무', '약해', '맛', '이별', '루', '입니다']"
81523,"['바느질', '상태', '너무', '약함', '많이', '넣질못하게', '약함']"
80081,"['트리', '이뻐여', '트리', '귀여워요', '꽂은', '사진', '지나치게', '가리지도', '않고', '꽂으니', '깔끔하고', '좋네', '여사', '길잘', '했어요']"
13835,"['제품', '조립', '품질', '별로', '예요', '설치', '기사', '님', '대응', '많이', '아쉽네요', '제', '다시', '조립', '했어요']"
162554,"['재구매', '매번', '구', '매', '핮', '니', '다용', '좋', '어']"
125462,"['재구매', '착용', '감', '좋아서', '재구매', '했습니다']"
117366,"['이음', '새', '늘어난것', '같은', '느낌', '이드', '요']"
18454,"['냄새', '너', '무심하고잔', '가시', '로', '인해', '찔리', '기도', '별', '루', '반품', '하려다가']"
142910,"['엄청', '커요', '붕', '하고', '가운데', '뜨고']"
23567,"['포장', '깔끔해서', '너무', '좋네요', '사용', '기도', '간편하고', '재사용', '가능해서', '더', '좋네요']"
175339,"['조립', '시간', '이오', '래', '거리', '지만', '만족', '조립', '데시', '간', '이오', '래', '걸려요', '제', '허리', '아', '파서', '천천히', '해서', '그런것도', '있는데', '생각', '보다', '조립', '시간', '걸려요', '생각', '보다', '튼튼해요', '외관', '나쁘지는', '않아요', '만족합니다', 'ㅋㅋㅋ', '참고', '로', '전', '신혼집', '쓰고있습니다']"
29695,"['엄마', '좋아하세', '욥', 'ㅎㅎㅎ']"
183566,"['배송', '과정', '에서', '정도', '파손', '되어서', '왔어요', '다행', '길이', '모자라', '지는', '않았는데', '포장', '좀더', '신경', '써주셨으면', '좋겠습니다']"
104015,"['생각', '보다', '모', '단단하고', '다른', '교정', '칫솔', '보다', '자가', '깊은', '갓', '같아요', 'ㅋㅋ', '칫솔질', '할', '때', '아프지는', '않아요']"
118224,"['배송', '빠르고', '제품', '좋아요', '잘쓸게', '용']"
71467,"['가볍고', '재질', '좋은', '거', '같아서', '또', '구매', '했습니다']"
199200,"['사용', '해보고', '편해서', '더', '구매', '해', '요']"
154351,"['사진', '달리', '나무', '그대로', '느낌', '이라', '놀랐고', '스크래치', '같은게', '많', '이보', '여서', '배송', '중', '파손', '된줄', '알았네요', '파인것', '도아', '니', '고원', '래', '모양', '데왜', '이런', '스크래치', '같은게', '많이', '있는거죠', '볼때', '마다', '속상합니다', '저렴한만큼', '딱', '그런', '거실', '장', '입니다']"
5473,"['그', '헤드', '웜', '모두', '좋아요']"
115361,"['별로', '진짜', '맛없어요']"
128530,"['좋아요', 'ㅋㅋ']"
123768,"['배송', '빠르고', '예뻐요', '포장', '꼼꼼해요']"
8464,"['드라이버', '샀을하면', '티', '부러지네요', '티', '윗쪽', '브라운', '있어서', '드라이버', '거리', '에도', '손실', '있을듯', '합니다', '비추', '천합니다']"
189548,"['데싱', '디바', '보다', '손톱', '크기', '크네요', '아직', '사용', '전이', '지만', '기대', '되네요']"
124180,"['사은', '품', '으로', '바늘', '여유', '있게주셨네요', '개시', '켰는데', '개보', '내주셨어요', '근데', '차키', '나', '바느질', '하고', '바늘', '두', '개', '귀가', '똑', '떨어지네요', 'ㅠㅠ']"
50146,"['다른', '회사', '것', '써', '봤는데', '베비', '스킨', '만', '못', '요', '잘쓰겠습니다']"
30954,"['사진', '올린것과', '다른', '걸', '보내셨네요', '귀찮아서', '그냥', '씁니다']"
180254,"['삼분', '일', '덜', '녹아서', '질감', '느껴지고', '나머지', '너무', '녹아', '그냥', '밀가루', '죽', '느낌', '입니다', '조그만', '아이스팩', '나', '밖에', '없는게', '큰', '단점', '입니다', '여름', '엔', '차라리', '돈', '더', '줘도', '아이스팩', '추가', '면', '좋을', 'ㅈ']"
138832,"['식용', '기름', '용으', '로사', '용하려', '했지만', '흡입', '력', '약해서하나', '도안', '빨려', '서사', '용하지못', '했습니다', '미사', '용한', '제품', '이라', '반품', '안되고안', '따', '깝습', '니']"
162171,"['신축', '성', '좋고', '편리하고', '좋습니다']"
99076,"['만족합니다', '색도', '변치않고']"
88776,"['무료', '체험', '일회용', '인거', '죠']"
120231,"['너무', '빤', '빤', '하달', '까요', '보풀', '발생', '요']"
128915,"['감', '말랭이', '용', '으로', '단단한', '걸', '보내', '달라', '메모', '까지', '했는데', '너무', '익어서', '홍시', '되려는', '개', '나', '됩니다', '홍시', '먹으려고', '구매', '거', '아니고', '단단한게', '없으면', '없다고', '판매', '하지', '마셔야', '죠', '말', '래', '이하', '려고', '깍', '으', '니까', '너무', '물러서', 'ㅠ', '대형', '마트', '에서', '사는게', '좋았을걸', '후회되네요']"
63756,"['싱거워서', '비리네요', 'ㅜㅜ', '그냥', '시장', '서', '살껄']"
79683,"['정말', '만족합니다', '맛', '배송', '최고', '입니다']"
139143,"['잘', '안', '빨려요']"
159221,"['긴머리', '인데', '양도', '넘', '적고', '효과', '모르겠어요', 'ㅠ']"
124344,"['제', '쓰던', '차량', '용', '방향', '제', '뭐', '였나싶을', '정도', '로', '너', '무고', '급', '지고', '예뻐요', '실물', '보고나니', '더', '만족스럽네요', '선물', '용', '으로', '구매', '건데제차', '에도', '하나', '두어야', '겠네여']"
151699,"['나쁘지', '않아요', '향', '괜', '춘']"
100837,"['생각', '보다', '너무', '별', '루', '에요', '그냥', '코스트코', '타월', '쓰는게', '나은']"
191422,"['빠른', '배송', '감사합니다', '따뜻해요']"
114013,"['짱짱맨', 'ㅎㅎ']"
39975,"['손톱', '깎', '일', '때', '마다', '피', '봐서', '결국', '샀습니다', '개월', '아기', '긴', '해도', '처음', '써', '보는거라', '겁나서', '단계', '로', '깎여', '봤는데', '생각', '보다', '터프', '갈려서', '무섭네요', 'ㅠ']"
55352,"['바람', '세기', '너무', '약해요']"
89728,"['햄', '찌들이', '귀엽게', '잡고', '먹을거라', '생각', '하고', '구매', '했는데', '관심', '없네요', 'ㅜ']"
102209,"['잘사', '용하고있습니다', '다만', '처음', '착했을', '때', '들뜸', '부위', '나', '나무', '잔', '가시', '많아서', '아쉬웠어요']"
50649,"['캠핑', '가는', '날', '시간', '잘', '맞춰', '왔는데', '진짜', '좀', '심각하네요', '곱', '색깔', '시꺼멓고', '더', '중요한건', '곱', '안', '새기', '묶은', '건지', '케이블', '타이가', '나와서', '찝찝해서안', '먹고', '버렸습니다', '위생', '더', '철저히', '신경', '쓰셔', '야할꺼', '같네요', '진짜', '극', '혐', '이네', '요', '사진', '첨부', '된거', '보시', '구매', '하실', '분', '참고하세요']"
171856,"['섬유', '향수', '라고', '해서', '냄새', '많이', '독하며', '어떻하지라는', '걱정', '했는데', '그렇게', '많이', '독하지', '않고', '은은해서', '좋았어요']"
79586,"['크기', 'ㅋ', '무척', '포장', '별', '루']"
115081,"['구', '운', '아', '귀', '포', '비린내안나고', '맛있어요', '재구매', '의사', '있어요']"
18654,"['초보자', '용글루', '주문', '하긴', '했는데', '거', '일주', '이주', '가는거', '맞나요', '일주', '바라지', '않고', '진심', '밤', '붙이', '다음', '날세수하려', '고물', '묻히자마자', '우수수', '떨어짐', '그냥', '샵', '가서', '받는게나', '거', '같아요', '그', '돈', '으로', '차라리', '치킨', '마리', '시켜', '먹는게나']"
